TR:mock:CellLine,TR:SMAD6,TR:SPP1,TR:STK11,TR:YAP1,TR:BRAFi,TR:CCND1i,TR:ERBB3i,TR:SMAD2i,TR:SOCS2i,TR:YWHAZi,DA:ARC,DA:BAK1,DA:BCL2L1,DA:CASP3,DA:CAV1,DA:CCNB1,DA:CD44,DA:CD74,DA:EIF2S1,DA:GAPDH,DA:JUNB,DA:MAPT,DA:MCL1,DA:PDK1,DA:PIM1,DA:PIM2,DA:PPARG,DA:PTGS2,DA:RPS6,DA:SMAD1,DA:STMN1,DA:TSC2,DA:VHL,DV:ARC,DV:BAK1,DV:BCL2L1,DV:CASP3,DV:CAV1,DV:CCNB1,DV:CD44,DV:CD74,DV:EIF2S1,DV:GAPDH,DV:JUNB,DV:MAPT,DV:MCL1,DV:PDK1,DV:PIM1,DV:PIM2,DV:PPARG,DV:PTGS2,DV:RPS6,DV:SMAD1,DV:STMN1,DV:TSC2,DV:VHL
1,0,0,0,0,0,0,1,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.19,0.24,0.31,0.33,0.39,0.40,0.37,0.25,0.33,0.32,0.35,0.18,0.29,0.17,0.39,0.33,0.39,0.30,0.25,0.20,0.28,0.36,0.23
1,1,0,1,1,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.22,0.29,0.31,0.43,0.23,0.11,0.46,0.33,0.15,0.34,0.26,0.32,0.10,0.32,0.18,0.44,0.39,0.29,0.33,0.33,0.22,0.37,0.45
1,0,0,0,0,0,0,0,1,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.24,0.26,0.36,0.32,0.44,0.02,0.33,0.23,0.23,0.24,0.33,0.40,0.29,0.26,0.45,0.41,0.46,0.31,0.26,0.47,0.41,0.35,0.32
1,0,0,0,0,0,0,0,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.20,0.40,0.30,0.34,0.24,0.45,0.20,0.31,0.41,0.26,0.45,0.17,0.22,0.23,0.48,0.40,0.27,0.34,0.34,0.22,0.27,0.33,0.37
1,1,1,0,1,0,1,1,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.23,0.27,0.35,0.46,0.24,0.32,0.36,0.27,0.28,0.25,0.31,0.33,0.27,0.30,0.33,0.49,0.34,0.26,0.42,0.40,0.39,0.26,0.34
1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.38,0.37,0.30,0.27,0.38,0.29,0.31,0.36,0.36,0.26,0.33,0.29,0.35,0.29,0.41,0.34,0.36,0.30,0.25,0.33,0.36,0.15,0.34
1,0,1,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.31,0.40,0.22,0.36,0.19,0.28,0.27,0.45,0.26,0.32,0.25,0.29,0.24,0.24,0.49,0.24,0.25,0.38,0.41,0.32,0.35,0.28,0.33
1,0,0,0,0,1,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.26,0.85,0.47,0.72,0.41,0.43,0.51,0.30,0.05,0.37,0.18,0.17,0.27,0.29,0.15,0.30,0.24,0.29,0.43,0.44,0.33,0.83,0.41
1,0,0,1,0,1,1,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.29,0.29,0.28,0.30,0.38,0.27,0.32,0.29,0.28,0.23,0.34,0.35,0.35,0.26,0.40,0.42,0.41,0.25,0.26,0.34,0.33,0.27,0.26
1,0,0,1,0,1,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.23,0.29,0.29,0.41,0.21,0.36,0.25,0.31,0.43,0.22,0.42,0.20,0.21,0.17,0.36,0.46,0.48,0.30,0.48,0.31,0.43,0.30,0.28
1,0,0,1,0,1,0,0,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.25,0.55,0.26,0.31,0.42,0.13,0.30,0.41,0.46,0.37,0.53,0.42,0.18,0.21,0.57,0.24,0.34,0.46,0.28,0.42,0.39,0.34,0.34
1,0,0,1,0,1,0,1,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.46,0.26,0.33,0.38,0.40,0.26,0.39,0.21,0.27,0.23,0.35,0.42,0.35,0.39,0.49,0.46,0.45,0.35,0.31,0.41,0.43,0.34,0.35
1,1,0,1,0,1,1,1,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.29,0.27,0.33,0.42,0.35,0.33,0.19,0.22,0.33,0.37,0.45,0.19,0.27,0.22,0.35,0.29,0.33,0.55,0.34,0.27,0.36,0.40,0.28
1,0,1,0,0,1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.30,0.38,0.40,0.39,0.26,0.30,0.23,0.31,0.41,0.29,0.37,0.34,0.42,0.42,0.47,0.51,0.43,0.27,0.30,0.24,0.47,0.29,0.40
1,0,0,0,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.30,0.29,0.39,0.23,0.26,0.34,0.35,0.33,0.42,0.37,0.35,0.44,0.42,0.26,0.26,0.30,0.30,0.36,0.36,0.37,0.29,0.27,0.32
1,0,0,1,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.42,0.43,0.30,0.29,0.34,0.40,0.26,0.46,0.27,0.63,0.37,0.19,0.15,0.22,0.28,0.06,0.22,0.45,0.30,0.33,0.25,0.38,0.30
1,0,0,1,0,1,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.20,0.32,0.31,0.32,0.41,0.30,0.28,0.19,0.40,0.24,0.37,0.14,0.36,0.29,0.35,0.40,0.44,0.26,0.41,0.27,0.30,0.33,0.34
1,0,0,1,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.58,0.28,0.40,0.41,0.54,0.30,0.26,0.29,0.29,0.31,0.34,0.34,0.34,0.19,0.44,0.37,0.36,0.46,0.29,0.50,0.36,0.39,0.27
1,0,0,0,0,1,1,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.24,0.31,0.34,0.22,0.27,0.47,0.34,0.29,0.46,0.52,0.33,0.23,0.38,0.33,0.34,0.39,0.40,0.22,0.12,0.25,0.29,0.29,0.38
1,0,0,1,0,0,1,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.30,0.70,0.37,0.69,0.28,0.36,0.44,0.49,0.11,0.41,0.11,0.23,0.16,0.25,0.15,0.17,0.13,0.31,0.43,0.36,0.22,0.71,0.38
1,0,0,0,0,1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.29,0.37,0.44,0.26,0.35,0.27,0.22,0.28,0.44,0.27,0.40,0.35,0.26,0.45,0.48,0.40,0.41,0.28,0.30,0.35,0.38,0.36,0.44
1,0,1,1,0,1,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.33,0.31,0.40,0.34,0.46,0.34,0.29,0.21,0.33,0.32,0.36,0.28,0.39,0.35,0.33,0.36,0.37,0.35,0.34,0.24,0.33,0.30,0.35
1,0,0,1,0,1,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.52,0.43,0.43,0.46,0.34,0.31,0.26,0.19,0.24,0.38,0.48,0.31,0.32,0.39,0.44,0.37,0.39,0.34,0.47,0.31,0.36,0.55,0.47
1,0,0,1,1,0,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.25,0.35,0.32,0.26,0.23,0.34,0.32,0.26,0.34,0.22,0.38,0.24,0.37,0.35,0.39,0.40,0.40,0.18,0.37,0.28,0.29,0.37,0.35
1,0,0,0,0,0,1,1,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.32,0.41,0.27,0.32,0.25,0.23,0.30,0.43,0.35,0.28,0.19,0.32,0.36,0.30,0.32,0.13,0.19,0.25,0.31,0.25,0.30,0.27,0.35
