TR:CASP8,TR:CDK2,TR:DUSP6,TR:EIF2AK2,TR:ERBB2,TR:FN1,TR:HSPB1,TR:ITGAL,TR:KDR,TR:LYN,TR:MDM4,TR:NR4A1,TR:SMAD6,TR:SPP1,TR:STK11,TR:VASP,TR:YAP1,TR:ACTBi,TR:AKT1i,TR:BADi,TR:BAXi,TR:BCL2i,TR:BCL2L11i,TR:BIDi,TR:BIRC2i,TR:BIRC5i,TR:BRAFi,TR:CASP9i,TR:CBLi,TR:CCND1i,TR:CCND3i,TR:CCNE1i,TR:CCNE2i,TR:CDK4i,TR:CDKN1Ai,TR:CDKN2Ai,TR:CREB1i,TR:CTNNA1i,TR:CTNNB1i,TR:EGFRi,TR:EGLN1i,TR:ERBB3i,TR:FOXO3i,TR:GAB2i,TR:HIF1Ai,TR:IGF1Ri,TR:ITGA2i,TR:ITGB3i,TR:KITi,TR:LCKi,TR:LEF1i,TR:MAP2K1i,TR:MAPK1i,TR:MAPK14i,TR:MAPK9i,TR:MDM2i,TR:MTORi,TR:MYCi,TR:PIK3CAi,TR:PRKCAi,TR:CDKN1Bi,TR:PTENi,TR:PTK2i,TR:PTPN11i,TR:RELAi,TR:RPS6KB1i,TR:SFNi,TR:SMAD2i,TR:SMAD3i,TR:SMAD4i,TR:SMAD5i,TR:SOCS2i,TR:SRCi,TR:STAT1i,TR:STAT3i,TR:TP53i,TR:XIAPi,TR:YWHAEi,TR:YWHAZi,DA:ARC,DA:BAK1,DA:BCL2L1,DA:CASP3,DA:CAV1,DA:CCNB1,DA:CD44,DA:CD74,DA:EIF2S1,DA:GAPDH,DA:JUNB,DA:MAPT,DA:MCL1,DA:PDK1,DA:PIM1,DA:PIM2,DA:PPARG,DA:PTGS2,DA:RPS6,DA:SMAD1,DA:STMN1,DA:TSC2,DA:VHL,DV:ARC,DV:BAK1,DV:BCL2L1,DV:CASP3,DV:CAV1,DV:CCNB1,DV:CD44,DV:CD74,DV:EIF2S1,DV:GAPDH,DV:JUNB,DV:MAPT,DV:MCL1,DV:PDK1,DV:PIM1,DV:PIM2,DV:PPARG,DV:PTGS2,DV:RPS6,DV:SMAD1,DV:STMN1,DV:TSC2,DV:VHL,N,"resp,simple"
0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,327171653396891","0,209685983611012","0,223047943570355","0,252248810067195","0,391610985871393","0,291714414630836","0,371836950896977","0,356751860933208","0,355536000769867","0,228224612663112","0,241767840010139","0,328873976999706","0,454771700122868","0,315836834449546","0,192999804242024","0,228616438480173","0,336974021841967","0,243433040441411","0,262474992272091","0,279180042477899","0,236413197635961","0,210994729252914","0,197945528197662",16,CR
0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,279843737598389","0,261259880845289","0,372292132870938","0,357379551136622","0,286239344869698","0,467362011313638","0,461957389353865","0,375630017084792","0,289874872541235","0,421531676860624","0,315307836196063","0,501674951958109","0,371762105453158","0,387553248955119","0,232629831684022","0,292070159151889","0,303283603948023","0,340387277566503","0,307710363054299","0,376639394777677","0,271548152097328","0,297939097671392","0,257336626712008",17,CR
0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,168834321981412","0,304835318220479","0,415046935598592","0,18660054706128","0,480257218504073","0,368895369532127","0,588022606345963","0,416786909666336","0,28259612678747","0,31969772089196","0,175528912631028","0,507037256309945","0,434117447574762","0,307890832644524","0,286361971523894","0,27974714445231","0,228900737256149","0,31174535209456","0,3955493511025","0,425421277098409","0,253154564072682","0,296721493838359","0,290937174143921",18,CR
0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,182773692171942","0,383261794959754","0,256936890379128","0,373968555541622","0,263491004227866","0,24104198671121","0,215815190198926","0,405192789708212","0,411957263066597","0,60323038495909","0,399525698405755","0,175762303789509","0,146301925654441","0,259250890701112","0,35056620853046","0,230767020000126","0,271940816744616","0,31543931544724","0,3477586991749","0,388162259436297","0,382365716436678","0,371914736093415","0,40715034616803",19,CR
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,462258772591668","0,226149813539046","0,295226933307509","0,304442231314774","0,256827641299757","0,341658204486821","0,382690342842779","0,277150665514478","0,144572674965754","0,309715218812459","0,257611567563527","0,329616003676879","0,310582088693886","0,284338935684366","0,241509108775042","0,326538696280725","0,312426726763534","0,23167858995466","0,326442216643775","0,249564146244435","0,184143924749697","0,27308234571178","0,272851197083345",23,CR
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,361938375326061","0,383802495023141","0,490201217239154","0,377609215765892","0,270358674332145","0,366508369794937","0,524836094413293","0,251309760533931","0,167369622156438","0,292455092132712","0,202367618711404","0,41044824361365","0,430396441062535","0,485325079285223","0,313320127786908","0,153264640475266","0,179258887925416","0,550522643481734","0,219540587886486","0,358498458671144","0,233265871944495","0,346658904771241","0,294122212852989",24,CR
1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,31791487672342","0,315164458333791","0,418353953915223","0,199847208506827","0,262102878129115","0,35272150681185","0,533642594312773","0,339093111491961","0,356878600676522","0,304938497683549","0,211610786666218","0,436491276573507","0,539915459971232","0,411740457175083","0,215315794300974","0,275775643029914","0,221915866858417","0,245596584636908","0,309780651138286","0,294265636765624","0,188933167451881","0,256565412467082","0,293864584039063",27,CR
1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,268428830601928","0,377607953450724","0,318131767468026","0,274651331100562","0,290357365391263","0,304171760582067","0,35962119318042","0,285517884641638","0,317858033069127","0,333637000431291","0,322170861680757","0,307190568071873","0,408871238883008","0,393405665094835","0,305717982038536","0,333358478021118","0,259865970352583","0,323616321596991","0,421384448050649","0,355569250693289","0,345222272364019","0,295640858504424","0,35489476763403",30,CR
0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,4220426049738","0,232462647010383","0,386673049221763","0,257872407080153","0,401581490214443","0,195169440354242","0,465296530084778","0,442763709826858","0,194603510155301","0,257068746730377","0,089268443623361","0,465740451128101","0,33311665373652","0,307256449082113","0,301065974325447","0,258044386343688","0,316157416563319","0,40541644929873","0,233412105040801","0,392169223652605","0,26996207912466","0,206345566069659","0,160533432660407",31,CR
1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2333635971713","0,345497453056535","0,452793814044378","0,202352300219689","0,291618348778144","0,267207484535729","0,497910983690367","0,643558118669772","0,285078504074947","0,30347459231097","0,147948877988069","0,368897770618146","0,442674725694945","0,337312646109022","0,140497605718507","0,196092978385672","0,114322163468535","0,278961728297604","0,264558448752979","0,26580483016058","0,332796300202033","0,293634192509823","0,336798289529564",32,CR
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,538968720361783","0,290391187543414","0,275575377693027","0,331513273855356","0,290882059775551","0,281898560230905","0,317619567339","0,303190499033347","0,297193553772274","0,219469818290087","0,224442101263195","0,421546644232256","0,436920437639087","0,332693562621749","0,517798995321295","0,285603987671032","0,406802444704032","0,436533706464048","0,271453287791164","0,326242272098403","0,265362939681829","0,298876708047172","0,27521013776544",33,CR
1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,470831312337499","0,271800364362696","0,358331081321892","0,366361690355762","0,361706707543892","0,082591624734458","0,519209448821675","0,253372361440786","0,280265153617253","0,261927897229301","0,146337977736901","0,620319569233242","0,333832073896332","0,436578293697039","0,321954172531931","0,310861406559972","0,290846271395535","0,381923937348515","0,205958349860526","0,246516237600995","0,218314981325405","0,362344996021019","0,25518474942626",34,CR
1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,343332302450418","0,246070070125052","0,258939006530921","0,249730675397283","0,37604006345848","0,327089881331701","0,358227180774803","0,274625174382635","0,363439245537214","0,480481185394353","0,394699677073488","0,24780230661672","0,319512306853029","0,274181239290049","0,344072236233349","0,277171691463705","0,321834244228329","0,361461228666772","0,285218439533175","0,119574758460369","0,283241052538043","0,356555497388978","0,242013152637642",35,CR
1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,281617875906698","0,275852507776594","0,089276901837449","0,45624895586376","0,227003632769779","0,348160501530017","0,40999601588758","0,460299074622697","0,407701936083097","0,19396034457673","0,061320030491968","0,441000615354616","0,212319381225553","0,271681772857658","0,240110934665396","0,254819331541336","0,188309866082256","0,196692438155277","0,131284373956484","0,192591960480633","0,231120135859392","0,172948051456522","0,298333215190922",36,CR
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,419199780230093","0,188984485731576","0,232937213065287","0,287652239819854","0,348397158807736","0,209532681839671","0,220176595365345","0,17523631274741","0,189878833073194","0,306770455177942","0,299953205873031","0,273108541343936","0,312240808400647","0,269664078748785","0,169519394505719","0,324962851952341","0,172825979971235","0,291418300870334","0,343200104568266","0,288850548104605","0,153238096510578","0,298213161558969","0,294100854627532",37,CR
0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,254698862006586","0,334702576069863","0,300798750422117","0,313893065557738","0,48458445686538","0,424272314844375","0,276028068598782","0,356636386357611","0,312813438425707","0,323370269933632","0,423889226888645","0,304940868106493","0,335616898342001","0,333748726529606","0,23635000460662","0,37040038171144","0,238236771622667","0,175153334898612","0,257997999912963","0,357216258331954","0,189330223051498","0,352926626949762","0,285517460933694",38,CR
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,198672352010787","0,353558583557669","0,398921466012164","0,23278638942791","0,490543012848671","0,361500180807107","0,589247668553838","0,392870019198211","0,200572368597258","0,345272813028134","0,181390295434365","0,450746542221937","0,394285777968063","0,284049728140353","0,234527731626307","0,258425030954107","0,287678590551419","0,279840378820913","0,447598557553116","0,397723412732695","0,226720686848668","0,303719531852478","0,312408376975984",39,CR
1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,356331104337708","0,26327175978563","0,402758177686312","0,256565940094975","0,349466403534102","0,285594389682574","0,341629830215316","0,322170165127197","0,272562181768936","0,280443764467628","0,243720086405896","0,364769674990678","0,341064615413788","0,319787917497607","0,285663312135339","0,256562142779777","0,325470043518958","0,342020077051272","0,263083303858164","0,285363798230086","0,23284838715484","0,36471274202321","0,339747933499084",40,CR
0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,232770844809955","0,226404264431887","0,104398329329031","0,117327002533939","0,343473039943184","0,372126431286607","0,332375960958858","0,345192178841778","0,418958795779241","0,300035141288784","0,362867638766839","0,327446364108096","0,263171841201201","0,155894253039839","0,389190752267083","0,238719980093112","0,277789180563853","0,36752170960311","0,285478222901998","0,374249741179229","0,179689850195768","0,236041395921843","0,171388372366728",42,CR
