TR:mock:CellLine,TR:STK11,TR:ERBB3i,TR:SMAD2i,TR:SRCi,TR:STAT3i,DA:ARC,DA:BAK1,DA:BCL2L1,DA:CASP3,DA:CAV1,DA:CCNB1,DA:CD44,DA:CD74,DA:EIF2S1,DA:GAPDH,DA:JUNB,DA:MAPT,DA:MCL1,DA:PDK1,DA:PIM1,DA:PIM2,DA:PPARG,DA:PTGS2,DA:RPS6,DA:SMAD1,DA:STMN1,DA:TSC2,DA:VHL,DV:ARC,DV:BAK1,DV:BCL2L1,DV:CASP3,DV:CAV1,DV:CCNB1,DV:CD44,DV:CD74,DV:EIF2S1,DV:GAPDH,DV:JUNB,DV:MAPT,DV:MCL1,DV:PDK1,DV:PIM1,DV:PIM2,DV:PPARG,DV:PTGS2,DV:RPS6,DV:SMAD1,DV:STMN1,DV:TSC2,DV:VHL
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.288021050155885,0.286106431367129,0.283654664637087,0.368417640385917,0.267886681011363,0.300682405572703,0.415267840195455,0.278271038074968,0.228300256573402,0.281816892643174,0.297747128424554,0.319337598575826,0.273428900230524,0.258860287727479,0.391029104629377,0.404131625872859,0.441214786117223,0.308374503848646,0.288730540969024,0.286692604993625,0.316539665354315,0.385932890093107,0.307758119511212
1,0,0,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.60386454495981,0.236999795304908,0.328524587540308,0.43572057378867,0.459417437404389,0.198046561691495,0.215528105543215,0.285232868907219,0.291715734592585,0.296209776847891,0.429087027077101,0.232630082006215,0.457935406140458,0.433170595571206,0.377934307135712,0.260916933753683,0.308074422063245,0.459369827684228,0.347545735533926,0.287884426867259,0.451860247737923,0.284055962891251,0.342906219400049
1,0,0,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.481892320395511,0.325250441043509,0.443293632209668,0.367196034854353,0.209302225973725,0.305673346413638,0.4470745230382,0.23450315255146,0.312921939549055,0.273795602842536,0.291109214733606,0.350749308455002,0.340079486192051,0.30250586972985,0.426384543659232,0.401584070484321,0.472457132348905,0.306231314248288,0.259287252759384,0.43779406265167,0.38900906306699,0.42243677634884,0.307755056660285
1,0,1,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.296691696577173,0.233633205212332,0.278582195809038,0.295112357773269,0.218752810898016,0.318179572428348,0.230418467363918,0.263277963427445,0.348616466360156,0.301604327046823,0.408540483206985,0.230662675117206,0.328016741456419,0.318511186670468,0.37077696229366,0.274732486670693,0.313360991073077,0.43222637356746,0.481548021675562,0.293249785595863,0.37540830777734,0.419915980235527,0.323625653875968
1,0,0,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.408833934743572,0.39062265843519,0.148491777095687,0.208533972666815,0.379291897048923,0.250632898800573,0.107235347378365,0.273215055946038,0.408433286769599,0.380115766037602,0.39877272735238,0.368421723257969,0.161283976982281,0.24263070841604,0.279617301048304,0.216277415425445,0.379198848108296,0.313017916311577,0.227663758373842,0.348250279556815,0.317307383339688,0.328953881627883,0.318977820801152
1,1,0,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.219519700422855,0.290736435034651,0.30702225142901,0.42582431969128,0.23363083601591,0.110829616823329,0.462113871499336,0.32785041066579,0.150057503947374,0.342500272846731,0.258997721859308,0.315263207930302,0.103117494332941,0.322836307830078,0.177592711070337,0.439774270872699,0.390275371459213,0.288527767281107,0.333571649613492,0.32992176404075,0.22016588659306,0.368237843822311,0.451160176398395
1,0,0,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.236784590471913,0.261460558962915,0.362282280666634,0.316415237829854,0.43653630769632,0.021999450453472,0.329413151714494,0.22964638685925,0.231086886381979,0.243664126405671,0.326471271189534,0.400142533546141,0.28937791653203,0.26109611649828,0.452407757122482,0.409784498986231,0.459577991717711,0.305786951433682,0.263804124398731,0.466444722751383,0.412028358249101,0.346781673590602,0.318071257624993
1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.203558827100535,0.403837943192438,0.297455767440664,0.337103472424108,0.24150738595624,0.447129329549298,0.204997978228483,0.309745542363512,0.411392415552956,0.257562907716677,0.447855721849332,0.170630367328469,0.219317377760895,0.231910522108285,0.484179776752807,0.398181424406711,0.268113530342188,0.344517559972973,0.335970485074596,0.223290814079069,0.270267915978966,0.327256318383822,0.37446567969598
1,0,1,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.225546779904431,0.268519900826455,0.350139347083996,0.458484842950155,0.237992368294713,0.320617642576085,0.356225976487107,0.266595088628077,0.28020601391191,0.248992731815167,0.307832422720364,0.329165164374841,0.271425061594435,0.297088381097833,0.33215957253117,0.487825258104471,0.338176200698789,0.257887477814223,0.424698573622039,0.398021185421301,0.385964401029923,0.25814250182781,0.343561426312389
1,0,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.21545116263357,0.441910630412496,0.36011036366765,0.449806494967966,0.246670759205207,0.230898911586035,0.321103700816962,0.316796261101372,0.137651531469373,0.663877601912602,0.13050698472578,0.295832948619528,0.124283805625422,0.291024244342449,0.333667922637068,0.53312589340186,0.270721295075624,0.406421181591517,0.598965771635475,0.335903225229504,0.426044140153316,0.405648663664147,0.459415658834541
1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.383452990605088,0.371972641805122,0.298477620544958,0.273243183909425,0.384820711375248,0.290965545293367,0.312873332888702,0.359088707364546,0.357017632856314,0.263486182765966,0.328659558479454,0.286135794885182,0.354655805385093,0.291815659198127,0.407378231687783,0.340540639771977,0.360090202082629,0.302080048151883,0.251906686084021,0.33124026444305,0.360032264481325,0.152255336931271,0.342037803096127
1,1,0,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.260571565282676,0.331941763009338,0.378819081353837,0.266360337813103,0.394350696938265,0.275241880849609,0.228694053970429,0.413235610005037,0.347739869482352,0.315973788007365,0.253038214986188,0.328181310402514,0.320773074706369,0.346862680416944,0.390488846783281,0.342802873687363,0.334976525667797,0.302295265250109,0.34728196206279,0.345661620818108,0.284419001098557,0.299076474412203,0.324273538334515
1,0,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.264035511864644,0.852562726273785,0.47268355551874,0.715690818202506,0.409868489385514,0.429185282273343,0.512453559563237,0.297175391642742,0.051269226803342,0.372485922277904,0.17675324561523,0.172820457607193,0.273619869638116,0.293602871572569,0.148054020222439,0.295319509256267,0.237514210422964,0.293264048385784,0.42628002962764,0.441536906179332,0.326345195775676,0.830654674195492,0.407385120175439
1,1,0,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.374000964627778,0.453453902406743,0.398199378807848,0.405838441894905,0.30454109051784,0.423699688944893,0.353055758858928,0.224868224565819,0.322492908262988,0.42104149493793,0.453017241041536,0.359306251065394,0.222617355835525,0.290162123000555,0.420614103410528,0.370546908727257,0.406469845117936,0.372713214160526,0.351057564458666,0.268519478233531,0.349679168812857,0.530301759865104,0.373918094266996
1,1,0,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.250113139833322,0.551809852717839,0.255698224135684,0.313888785772994,0.421617230519217,0.130682485559843,0.296982848383141,0.412430321501734,0.455971843063018,0.374491128041126,0.53119961439348,0.41596273203987,0.176571722441751,0.209792443688591,0.571049986580344,0.239872921076246,0.34109364286454,0.45505617362262,0.280953156639506,0.424887868045225,0.39148461207794,0.337747809666647,0.344146562857941
1,0,0,1,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.298555894566561,0.307188330670923,0.325788185632482,0.384111529199895,0.312961261430323,0.348454460289614,0.250702867477455,0.272059867080757,0.368931109966244,0.330779305099766,0.31425251250571,0.290829644984297,0.225511824556534,0.264105312842381,0.351451597459611,0.429244624354981,0.293755824230864,0.400862178408664,0.412743014731094,0.263073995217632,0.377470236549593,0.37802048721305,0.301899027518327
1,1,1,1,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.45634546906284,0.260341663582121,0.332460906819555,0.381345729765878,0.396726486143762,0.26201955640787,0.38947373108131,0.209733234182939,0.265029051020064,0.228602445636813,0.35216392890001,0.423920229598932,0.349074491079917,0.393303403293972,0.489490110537718,0.457045992097337,0.451903584920976,0.349537342836683,0.305545289942135,0.411434956388078,0.432580467857572,0.338373902825617,0.354415493291848
1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.288274077836042,0.27461885823521,0.329462262810305,0.419217896309262,0.354749572845192,0.332463884259881,0.194493542556457,0.224538983645697,0.333625064690001,0.373382193588095,0.454628128581465,0.188670748731146,0.266884215667581,0.220835029928702,0.348462814249247,0.294365525913501,0.333776147569738,0.548855352720769,0.342895520105442,0.271847525063938,0.356806442544589,0.400190210613565,0.279772874340234
1,1,1,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.380203753006319,0.298650244067573,0.401852302924061,0.491300936713408,0.322379279827505,0.128265389289856,0.361452354549886,0.24544089571731,0.251071330595975,0.323504161978548,0.250742500115049,0.279213099279699,0.285995537297414,0.254066700903844,0.337389115469289,0.373232692142509,0.408341682115553,0.481113091491813,0.376544442719368,0.46453407756263,0.393614980610409,0.361037290359116,0.314375725103392
1,0,0,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.303919108440951,0.379219579134494,0.403041825513084,0.394413536617481,0.258224512841981,0.296258917603259,0.231108182612274,0.31242370884795,0.413588296246749,0.287221776967366,0.37090160847372,0.343025881659664,0.417764372673336,0.41723725913969,0.471456357376817,0.509628845323594,0.432446836950551,0.274292541122909,0.295157178937646,0.241474502874697,0.467085846838176,0.286087825347774,0.404010987077935
1,1,1,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.286210127976895,0.375497579138639,0.334492145979392,0.313397925471581,0.344225019296964,0.254184165457253,0.309886434621179,0.274466726901315,0.401896917363562,0.275907358665524,0.313034748555674,0.31799358203511,0.281739333572976,0.275974494743296,0.213920896011247,0.179287461451157,0.229503287417699,0.372778690864186,0.393397853369869,0.293163336129474,0.333912893956672,0.350576569081715,0.347659980798974
1,1,1,1,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.185153506156903,0.291562918524351,0.374280837551272,0.261290648397667,0.263396459598196,0.401760447613315,0.42920357586384,0.278537615600679,0.361409454120522,0.277410733213632,0.391322088191689,0.327172226071629,0.409806724809456,0.40729907178207,0.43694458397432,0.440611481644031,0.517860987027112,0.249963479608759,0.221798412674703,0.29599360473426,0.420482807914795,0.384919103384554,0.449442146722598
1,1,0,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.245575109780264,0.330920397838193,0.369943375786281,0.37976045782423,0.460202736593401,0.354772852140168,0.294393965525231,0.245236788464389,0.336717916815611,0.323691261260077,0.269800318135713,0.32034036374873,0.242193272222805,0.186975122612906,0.310199729181314,0.388809130675347,0.326793476216236,0.347250822762442,0.415245913309336,0.183852978553585,0.313784929826741,0.404854346855058,0.279152287266001
1,1,1,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.444111213818462,0.284668766896556,0.35614969857593,0.262552284406284,0.419903889394829,0.27718904787913,0.354661603270801,0.188676952707468,0.274806723090093,0.403096872868697,0.44942604671273,0.124482147216739,0.350965472205977,0.31950147464793,0.353015592349324,0.275552946817458,0.441751660543881,0.373288429473059,0.274101604831438,0.315967072905459,0.258977068550067,0.365933537826592,0.301234870890683
1,1,0,1,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.435251955924292,0.496471112593421,0.331366709709343,0.468200027687575,0.343190571139519,0.432175908947771,0.268594445549135,0.22637953014613,0.345223399427151,0.379236485415979,0.31130739239901,0.277735880669003,0.395123219214216,0.478434628857823,0.28010711824766,0.361374727128906,0.345737536458993,0.265421427099942,0.336265381901281,0.333253721806986,0.295755538293119,0.523751313320127,0.471656720724041
1,1,0,1,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.200560433078973,0.321854336347547,0.314280120200342,0.317615107924388,0.411079150317871,0.296283389078588,0.275612970622878,0.185088205626547,0.402507148012117,0.236151039495612,0.368885080230707,0.138561083347569,0.358651349222774,0.292976277323204,0.354884866248383,0.401866569282049,0.443736213889879,0.260424155727812,0.412878440821773,0.27449124030143,0.302506107452307,0.331973571768238,0.335761567063976
1,0,1,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.153351983184903,0.281778090361648,0.191845188385987,0.300561210605351,0.479728994521107,0.365071118774116,0.255661424208701,0.205196979800674,0.282751776792838,0.274201533562557,0.389005543168994,0.375150535014215,0.176531928126125,0.221100371453738,0.366193577538721,0.398087604763635,0.390622619409459,0.254536700390627,0.304887622067153,0.261232505632516,0.253070685956004,0.346548761668107,0.321206551237362
1,0,0,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.242990420404481,0.305713686420495,0.341151648816626,0.222631860027472,0.268291729972852,0.471980387208645,0.343375892854719,0.286609609750501,0.460424474445388,0.522398533384101,0.333483259564717,0.225239002467741,0.383587070196521,0.331566753491575,0.338885920537222,0.389585837290252,0.398360335532216,0.223603713252791,0.118362585448161,0.249443590184062,0.286343891682905,0.285341480752143,0.375056354884879
1,1,0,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.296726413756605,0.704796692424463,0.373735367651452,0.691646808660954,0.279315877892753,0.360750250192739,0.439889449298743,0.486082133099147,0.114224124474847,0.407989369517347,0.110366359198953,0.233904542427785,0.164913910370928,0.248394651883932,0.152882580791816,0.170689376353362,0.127306445665087,0.311988948593387,0.432153562813791,0.363392545005099,0.219965351086608,0.705045588506154,0.375295588418402
1,1,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.32738103904728,0.314693020470039,0.399152461436727,0.337318989351455,0.459247020619649,0.336846979258975,0.290985291979109,0.212762388063235,0.332578595826672,0.322889191264619,0.362406414940596,0.284248416726176,0.394541790224679,0.354842493781418,0.33009520119412,0.361759412798092,0.368058740578704,0.347549705788867,0.335041174468433,0.239395557545391,0.330000471024972,0.297373236046237,0.351080469552627
1,1,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.32596485155189,0.275280436823016,0.312008578090431,0.338613396047509,0.346401613139637,0.329921697139496,0.180102242015933,0.271638559330423,0.303092664645995,0.274372270135292,0.408840393167665,0.273489770002305,0.299103379866669,0.254752615714944,0.388428967865462,0.415356460384545,0.3620914316813,0.296833970903254,0.334525232775254,0.353285647848245,0.419504046354448,0.262813296082138,0.243324861224598
1,1,0,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.250916234309988,0.354562213986796,0.315330832387231,0.263929506938598,0.23052500705399,0.335300298079386,0.324015704356742,0.259938931968581,0.335795412631565,0.219200490676814,0.37791014273714,0.241228433705509,0.36942256134024,0.351997637023611,0.392043192282072,0.401016584831216,0.400559954891107,0.184262122763858,0.36972878934388,0.282108521678089,0.288565789159501,0.36639531715625,0.34929061580516
1,1,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.262839801578604,0.330568735743184,0.377512640348646,0.407891498222804,0.44892590642682,0.100176080332728,0.387927541848946,0.249867334032072,0.216011978343117,0.40083530127573,0.380067646975891,0.344095762393955,0.365717283758923,0.312809887307125,0.475475975853887,0.27964885836999,0.339409121462509,0.444505880931796,0.310500022820687,0.372588539770437,0.368252933065727,0.413620237024124,0.34124025484495
1,1,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.534854185172566,0.310568957204176,0.281738313551851,0.366008250025412,0.334647972827076,0.40521366635614,0.402435727689518,0.271967444335872,0.230286376300769,0.330596780637513,0.285091711943588,0.409031276495642,0.386305598653728,0.518871716013834,0.405601576777289,0.282782733564264,0.314948099342656,0.391302766551917,0.243666966252416,0.317444736409497,0.366694598914151,0.301048244935529,0.288539475223626
